Company name,Company ISIN,Headquarters,Region,Industry,Total score (max. 20),Human Rights (max. 10),Decent Work (max. 6),Ethical Conduct (max. 4),Transformation / Benchmark,Research period,Engagement Status ,UNGC Membership,Business Roundtable Membership,Food and Agriculture,Decarbonisation and Energy,Digital Inclusion,Nature and Biodiverisity,Urban,Finance,Gender,CHRB,Access to Seeds,Seafood Stewardship Index
N/A,N/A,Netherlands,Europe & Central Asia,Electronics,12.5,8.5,2,2,CHRB,,Yes - CHRB,Yes,,,,,Yes,,,,Yes,,
N/A,N/A,Japan,East Asia & Pacific,Electronics,6,3.5,1.5,1,CHRB,,Yes - CHRB,Yes,,,,,Yes,,,,Yes,,
N/A,N/A,China,East Asia & Pacific,Oil and Gas,4,2,1,1,CHRB,,,Yes,,,,,Yes,,,,Yes,,
N/A,N/A,Republic of Korea,East Asia & Pacific,Metals & Mining,9,6,1.5,1.5,CHRB,,,Yes,,,,,Yes,,,,Yes,,
N/A,N/A,China,East Asia & Pacific,Apparel & Footwear,6.5,3,3,0.5,CHRB,,Yes - CHRB,,,,,,Yes,,,,Yes,,
N/A,N/A,Italy,Europe & Central Asia,Apparel & Footwear,6.5,3,1.5,2,CHRB,,Yes - CHRB,,,,,,Yes,,,,Yes,,
N/A,N/A,Germany,Europe & Central Asia,Apparel & Footwear,14,9.5,3,1.5,CHRB,,Yes - CHRB,Yes,,,,,Yes,,,,Yes,,
N/A,N/A,United States of America,North America,Apparel & Footwear,11,7,3.5,0.5,CHRB,,Yes,Yes,,,,,,,,,Yes,,
N/A,N/A,United States of America,North America,Apparel & Footwear,9,5,2,2,CHRB,,Yes - CHRB,Yes,Yes,,,,Yes,,,,Yes,,
N/A,N/A,United Kingdom,Europe & Central Asia,Metals & Mining,12.5,9,1.5,2,CHRB,,Yes - CHRB,Yes,,,,,Yes,,,,Yes,,
N/A,N/A,United States of America,North America,Apparel & Footwear,2,1.5,0,0.5,CHRB,,,,,,,,Yes,,,,Yes,,
N/A,N/A,Chile,Latin America & Caribbean,Retail,5.5,3,1.5,1,CHRB,,,,,,,,Yes,,,,Yes,,
N/A,N/A,Italy,Europe & Central Asia,Apparel & Footwear,6,2.5,2.5,1,CHRB,,Yes - CHRB,Yes,,,,,Yes,,,,Yes,,
N/A,N/A,Russian Federation,Europe & Central Asia,Metals & Mining,6.5,4.5,1.5,0.5,CHRB,,Yes - CHRB,Yes,,,,,Yes,,,,Yes,,
N/A,N/A,China,East Asia & Pacific,Apparel & Footwear,1,0,0.5,0.5,CHRB,,,,,,,,Yes,,,,Yes,,
N/A,N/A,Thailand,East Asia & Pacific,Construction Materials & Supplies,9.5,5.5,1.5,2.5,CHRB,,,Yes,,,,,Yes,,,,Yes,,
N/A,N/A,United States of America,North America,Apparel & Footwear,3.5,2.5,0.5,0.5,CHRB,,Yes - CHRB,,,,,,Yes,,,,Yes,,
N/A,N/A,United States of America,North America,Apparel & Footwear,4.5,2,2,0.5,CHRB,,Yes - CHRB,Yes,Yes,,,,Yes,,,,Yes,,
N/A,N/A,United States of America,North America,Retail,10.5,6.5,2.5,1.5,CHRB,,Yes,,Yes,,,,Yes,,,,Yes,,
N/A,N/A,Switzerland,Europe & Central Asia,Heavy Machinery & Electrical Equipment,5.5,3,1,1.5,CHRB,,Yes - CHRB,Yes,,,,,Yes,,,,Yes,,
N/A,N/A,United States of America,North America,Apparel & Footwear,6,3,1.5,1.5,CHRB,,,,,,,,Yes,,,,Yes,,
N/A,N/A,Japan,East Asia & Pacific,Electronics,7.5,4,1.5,2,CHRB,,Yes - CHRB,Yes,,,,,Yes,,,,Yes,,
N/A,N/A,India,South Asia,Construction Materials & Supplies,7.5,5,1.5,1,CHRB,,,,,,,,Yes,,,,Yes,,
N/A,N/A,United States of America,North America,Apparel & Footwear,11.5,9,1.5,1,CHRB,,Yes,,,,,,Yes,,,,Yes,,
N/A,N/A,Brazil,Latin America & Caribbean,Metals & Mining,9.5,5.5,2,2,CHRB,,Yes - CHRB,,,,,,Yes,,,,Yes,,
N/A,N/A,United States of America,North America,Apparel & Footwear,15.5,10,3.5,2,CHRB,,Yes,Yes,,,,,Yes,,,,Yes,,
N/A,N/A,United States of America,North America,Construction Materials & Supplies,2.5,1,0.5,1,CHRB,,,,,,,,Yes,,,,Yes,,
N/A,N/A,Australia,East Asia & Pacific,Retail,14,9.5,2.5,2,CHRB,,Yes - CHRB,,,,,,Yes,,,,Yes,,
N/A,N/A,China,East Asia & Pacific,Apparel & Footwear,0,0,0,0,CHRB,,,,,,,,Yes,,,,Yes,,
N/A,N/A,China,East Asia & Pacific,Apparel & Footwear,0,0,0,0,CHRB,,,,,,,,Yes,,,,Yes,,
N/A,N/A,United States of America,North America,Chemicals,8,4,2.5,1.5,Nature,,,Yes,Yes,,,,Yes,,,,,,
N/A,N/A,United States of America,North America,Apparel & Footwear,7,4.5,1,1.5,Gender,,Yes - Gender,Yes,,,,,Yes,,,Yes,,,
N/A,,United States of America,North America,IT Software & Services,4.5,3,0.5,1,Digital Inclusion,30/09/2018 - 30/09/2021,,,,,,Yes,,,,,,,
N/A,,India,South Asia,Conglomerates,2.5,1,0.5,1,Gender,,,,,,,,Yes,,,Yes,,,
N/A,,United States of America,North America,Asset Managers,0,0,0,0,Finance,,,,Yes,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,4,2,1.5,0.5,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Chemicals,7.5,3,2,2.5,Nature,,,,,,,,Yes,,,,,,
N/A,N/A,United States of America,North America,Passenger Transport,5.5,2.5,2,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
N/A,N/A,United States of America,North America,Metals & Mining,8,4,2,2,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,Yes,,,Yes,,Yes,,,,,,
N/A,,United States of America,North America,Insurance,5.5,3,1,1.5,Finance,,,,Yes,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Passenger Transport,5.5,3.5,1,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,Yes,Yes,,Yes,,,,,,,,
N/A,,United States of America,North America,Asset Managers,0.5,0,0.5,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Apparel & Footwear,4,2.5,1,0.5,Gender,,Yes - Gender,,,,,,Yes,,,Yes,,,
N/A,,United States of America,North America,Insurance,5.5,3,1,1.5,Finance,,,Yes,Yes,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Real Estate,7.5,3.5,1.5,2.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,Yes,,Yes,,,,,,,,
N/A,,United States of America,North America,Asset Managers,3.5,2,0.5,1,Finance,,,,Yes,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Metals & Mining,7,4,1.5,1.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,Yes,,,Yes,,Yes,,,,,,
N/A,,United States of America,North America,Asset Managers,1.5,0,1,0.5,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Apparel & Footwear,5.5,2,2.5,1,Nature,,,,,,,,Yes,,,,,,
N/A,,United States of America,North America,Insurance,6,3,1.5,1.5,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Containers & Packaging,7,4,1.5,1.5,Nature,,,Yes,,,,,Yes,,,,,,
N/A,N/A,United Kingdom,North America,Insurance,13,9.5,1.5,2,Finance,,,Yes,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Electronics,6.5,4,1,1.5,Nature,,,Yes,,,,,,,,,,,
N/A,,United States of America,North America,Asset Managers,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Banks,0.5,0,0,0.5,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Containers & Packaging,7,4,1.5,1.5,Nature,,,,Yes,,,,Yes,,,,,,
N/A,,United States of America,North America,Banks,5.5,3,1.5,1,Finance,,,Yes,Yes,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,2.5,2,0,0.5,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Containers & Packaging,7.5,4,2,1.5,Nature,,,,,,,,Yes,,,,,,
N/A,,United States of America,North America,Asset Managers,6.5,4,1.5,1,Finance,,,Yes,Yes,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,1.5,0,0.5,1,Finance,,,,Yes,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,3,2,0.5,0.5,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Real Estate,3.5,2,0.5,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
N/A,N/A,United States of America,North America,Logistics,3.5,1,1.5,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
N/A,,United States of America,North America,Pension Funds,5,3,1,1,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Pension Funds,4.5,2,1.5,1,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,2,0,0.5,1.5,Finance,,,Yes,,,,,,,Yes,,,,
N/A,,United States of America,North America,Banks,4.5,2,1,1.5,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Heavy Machinery & Electrical Equipment,7.5,3,2,2.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,Yes,,Yes,,,,,,,,
N/A,N/A,United States of America,North America,Real Estate,6.5,3,2,1.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,Yes,Yes,,Yes,,,Yes,,,,,
N/A,N/A,United States of America,North America,Chemicals,6,3,1.5,1.5,Nature,,,,,,,,Yes,,,,,,
N/A,,United States of America,North America,Asset Managers,3,1,0.5,1.5,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Chemicals,8,5,1.5,1.5,Nature,,,,,,,,Yes,,,,,,
N/A,,United States of America,North America,Personal & Household Products,6,4,1.5,0.5,Nature,,,,,,,,Yes,,,,,,
N/A,,United States of America,North America,Banks,11.5,8,1.5,2,Finance,,,,Yes,,,,,,Yes,,,,
N/A,,United States of America,North America,Banks,1.5,0,1,0.5,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Pension Funds,0.5,0,0,0.5,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Utilities,6.5,3,2,1.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,Yes,,,,,
N/A,N/A,United States of America,North America,Personal & Household Products,8,4.5,2,1.5,Nature,,,Yes,,,,,Yes,,,,,,
N/A,,United States of America,North America,Personal & Household Products,6,3.5,2,0.5,Nature,,,Yes,,,,,Yes,,,,,,
N/A,N/A,United States of America,North America,Real Estate,3,2,0.5,0.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,Yes,,,,,
N/A,N/A,United States of America,North America,Containers & Packaging,6,3.5,1,1.5,Nature,,,,,,,,Yes,,,,,,
N/A,N/A,United States of America,North America,Automobiles & Components,8,4,2.5,1.5,Nature,,,Yes,Yes,,,,,,,,,,
N/A,,United States of America,North America,Asset Managers,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,France,Europe & Central Asia,Apparel & Footwear,5.5,4,1,0.5,Gender,,Yes - Gender,,,,,,Yes,,,Yes,,,
N/A,N/A,United States of America,North America,Passenger Transport,5.5,3,1.5,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,Yes,,Yes,,,,,,,,
N/A,N/A,United States of America,North America,Apparel & Footwear,3.5,2,1,0.5,Nature,,,,,,,,,,,,,,
N/A,,United States of America,North America,Asset Managers,2.5,2,0.5,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Retail,4,2,1,1,Nature,,,,,,,,,,,,,,
N/A,N/A,United States of America,North America,Chemicals,8.5,3.5,3,2,Nature,,,Yes,Yes,,,,Yes,,,,,,
N/A,N/A,United States of America,North America,Chemicals,6,3.5,1,1.5,Nature,,,Yes,Yes,,,,Yes,,,,,,
N/A,N/A,United States of America,North America,Chemicals,7.5,3.5,1.5,2.5,Nature,,,Yes,Yes,,,,Yes,,,,,,
N/A,,United States of America,North America,Asset Managers,4,2,1.5,0.5,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Chemicals,8,3.5,2,2.5,Nature,,,Yes,,,,,Yes,,,,,,
N/A,N/A,United States of America,North America,Heavy Machinery & Electrical Equipment,5.5,2,1,2.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
N/A,N/A,United States of America,North America,Logistics,4.5,2,1,1.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
N/A,,United States of America,North America,Banks,4,2,1.5,0.5,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Pension Funds,1,0,0,1,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Pension Funds,0.5,0,0.5,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,5.5,4.5,0.5,0.5,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Logistics,5.5,3,1,1.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
N/A,,United States of America,North America,Asset Managers,1.5,0,1,0.5,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Banks,6,3,1.5,1.5,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Banks,1,0,1,0,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Heavy Machinery & Electrical Equipment,7,4,2,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
N/A,N/A,United States of America,North America,Utilities,5.5,3,1,1.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,Yes,,,,,
N/A,,United States of America,North America,Pension Funds,4,2,2,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Apparel & Footwear,0.5,0,0.5,0,Nature,,,,,,,,Yes,,,,,,
N/A,,United States of America,North America,Asset Managers,4.5,3,0.5,1,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Banks,3,2,0,1,Finance,,,,,,,,,,Yes,,,,
N/A,,"Hong Kong, China",East Asia & Pacific,Apparel & Footwear,4.5,3,0.5,1,Gender,,Yes - Gender,Yes,,,,,Yes,,,Yes,,,
N/A,N/A,United States of America,North America,Heavy Machinery & Electrical Equipment,6,3,1.5,1.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,Yes,Yes,,Yes,,,Yes,,,,,
N/A,,United States of America,North America,Asset Managers,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Pension Funds,0.5,0,0.5,0,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Apparel & Footwear,3,1.5,1,0.5,Nature,,,Yes,,,,,Yes,,,,,,
N/A,N/A,United States of America,North America,Apparel & Footwear,3.5,1,1,1.5,Nature,,,,,,,,,,,,,,
N/A,,United States of America,North America,Banks,7,3,2,2,Finance,,,,Yes,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Containers & Packaging,6,3.5,1.5,1,Nature,,,Yes,,,,,Yes,,,,,,
N/A,N/A,United States of America,North America,Apparel & Footwear,2,0,1.5,0.5,Nature,,,,,,,,Yes,,,,,,
N/A,,United States of America,North America,Asset Managers,1,1,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Electronics,2.5,0.5,1.5,0.5,Nature,,,,,,,,,,,,,,
N/A,,United States of America,North America,Retail,1,0,0.5,0.5,Nature,,,,,,,,,,,,,,
N/A,,United States of America,North America,Retail,6,3.5,1,1.5,Nature,,,,,,,,,,,,,,
N/A,N/A,United States of America,North America,Heavy Transportation,6,3,1,2,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,Yes,,Yes,,,,,,,,
N/A,N/A,United States of America,North America,Chemicals,7,4,1.5,1.5,Nature,,,Yes,,,,,Yes,,,,,,
N/A,,United States of America,North America,Telecommunications,0,0,0,0,Digital Inclusion,30/09/2018 - 30/09/2021,,,,,,Yes,,,,,,,
N/A,,United States of America,North America,Banks,5,3,1.5,0.5,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Automobiles & Components,5.5,4,0.5,1,Nature,,,,,,,,,,,,,,
N/A,,United States of America,North America,Banks,3.5,2.5,0,1,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Containers & Packaging,6.5,3.5,1.5,1.5,Nature,,,,Yes,,,,Yes,,,,,,
N/A,,United States of America,North America,Asset Managers,6,2,2,2,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Telecommunications,5,3,1,1,Digital Inclusion,30/09/2018 - 30/09/2021,,,,,,Yes,,,,,,,
N/A,,United States of America,North America,Apparel & Footwear,4.5,3,1,0.5,Nature,,,,,,,,Yes,,,,,,
N/A,N/A,United States of America,North America,Logistics,4.5,2,1.5,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
N/A,N/A,United States of America,North America,Electronics,6.5,4,2,0.5,Nature,,,,,,,,Yes,,,,,,
N/A,,United States of America,North America,Passenger Transport,6,4,1.5,0.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
N/A,N/A,United States of America,North America,Real Estate,1,1,0,0,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,Yes,,,,,
N/A,N/A,United States of America,North America,Real Estate,7.5,4,2.5,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,Yes,,,Yes,,,Yes,,,,,
N/A,,United States of America,North America,Banks,6,3,1.5,1.5,Finance,,,,Yes,,,,,,Yes,,,,
N/A,,United States of America,North America,Electronics,4.5,2,1.5,1,Digital Inclusion,30/09/2018 - 30/09/2021,,Yes,,,,Yes,,,,,,,
N/A,,United States of America,North America,Banks,4.5,2,1.5,1,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Personal & Household Products,10.5,6.5,2.5,1.5,Nature,,,Yes,Yes,,,,Yes,,,,,,
N/A,,United States of America,North America,Asset Managers,0.5,0,0.5,0,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Electronics,5.5,3,1.5,1,Nature,,,,,,,,Yes,,,,,,
N/A,,United States of America,North America,Asset Managers,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,1,0,1,0,Finance,,,Yes,,,,,,,Yes,,,,
N/A,,United States of America,North America,Apparel & Footwear,5,2.5,1.5,1,Gender,,Yes - Gender,Yes,Yes,,,,Yes,,,Yes,,,
N/A,,United States of America,North America,Insurance,5,2,2,1,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Insurance,6.5,4,0.5,2,Finance,,,,,,,,,,Yes,,,,
N/A,,Brazil,Latin America & Caribbean,Apparel & Footwear,6.5,3,2,1.5,Gender,,,Yes,,,,,Yes,,,Yes,,,
N/A,,United States of America,North America,Asset Managers,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Pension Funds,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Retail,6.5,3,1.5,2,Nature,,,,Yes,,,,Yes,,,,,,
N/A,,United States of America,North America,Asset Managers,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,IT Software & Services,4,2,1,1,Digital Inclusion,30/09/2018 - 30/09/2021,,,,,,Yes,,Yes,,,,,
N/A,N/A,United States of America,North America,Construction Materials & Supplies,4,2,1,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,Yes,,,,,,
N/A,,United States of America,North America,Insurance,0,0,0,0,Finance,,,Yes,,,,,,,Yes,,,,
N/A,,United States of America,North America,Pension Funds,0.5,0,0.5,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Personal & Household Products,4.5,2.5,1.5,0.5,Nature,,,,Yes,,,,Yes,,,,,,
N/A,,United States of America,North America,Asset Managers,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Insurance,5.5,3,1.5,1,Finance,,,Yes,Yes,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,3.5,1.5,1.5,0.5,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Pension Funds,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Pension Funds,0.5,0,0.5,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Personal & Household Products,3,1.5,1,0.5,Nature,,,,,,,,Yes,,,,,,
N/A,,United States of America,North America,Asset Managers,8,4,1.5,2.5,Finance,,,,Yes,,,,,,Yes,,,,
N/A,,United States of America,North America,Insurance,4,2,0.5,1.5,Finance,,,Yes,,,,,,,Yes,,,,
N/A,,United States of America,North America,Electronics,4,2,1.5,0.5,Digital Inclusion,30/09/2018 - 30/09/2021,,,,,,Yes,,,,,,,
N/A,,United States of America,North America,Asset Managers,1.5,0,1,0.5,Finance,,,Yes,,,,,,,Yes,,,,
N/A,,United States of America,North America,Apparel & Footwear,7.5,4.5,1.5,1.5,Nature,,,,,,,,Yes,,,,,,
N/A,,United States of America,North America,Asset Managers,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Pension Funds,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Insurance,5,2,1.5,1.5,Finance,,,,Yes,,,,,,Yes,,,,
N/A,,United States of America,North America,Pension Funds,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Pension Funds,0.5,0,0.5,0,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Electronics,6,3,1,2,Nature,,,,Yes,,,,Yes,,,,,,
N/A,,United States of America,North America,Asset Managers,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Pension Funds,2.5,2,0.5,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,5.5,2,2,1.5,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Insurance,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Passenger Transport,5.5,3,1.5,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
N/A,N/A,United States of America,North America,Metals & Mining,3.5,2,1,0.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,Yes,,,,,,
N/A,,United States of America,North America,Pension Funds,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Pension Funds,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Containers & Packaging,3.5,2,1,0.5,Nature,,,Yes,,,,,Yes,,,,,,
N/A,,United States of America,North America,Pension Funds,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Heavy Machinery & Electrical Equipment,4,3,0.5,0.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
N/A,,United States of America,North America,Insurance,0.5,0,0.5,0,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Containers & Packaging,6.5,4,1.5,1,Nature,,,,,,,,Yes,,,,,,
N/A,,United States of America,North America,Asset Managers,1,0,0,1,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Banks,4.5,2,1.5,1,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Chemicals,5,3,1.5,0.5,Nature,,,,,,,,Yes,,,,,,
N/A,,United States of America,North America,Asset Managers,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,6,3,1.5,1.5,Finance,,,Yes,Yes,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Personal & Household Products,7.5,4,1.5,2,Nature,,,,Yes,,,,Yes,,,,,,
N/A,N/A,United States of America,North America,Real Estate,5,3,1,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,Yes,,,,,
N/A,,United States of America,North America,Asset Managers,2,0,1,1,Finance,,,,Yes,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,5,3,1,1,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Pension Funds,2.5,2,0,0.5,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,3.5,3,0.5,0,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Logistics,4.5,3,0.5,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
N/A,,United States of America,North America,Personal & Household Products,3,2,0.5,0.5,Nature,,,,,,,,Yes,,,,,,
N/A,,United States of America,North America,Asset Managers,2.5,1,1,0.5,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Utilities,7.5,4,2,1.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
N/A,,United States of America,North America,Asset Managers,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Real Estate,3.5,1,1.5,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,Yes,,,,,
N/A,N/A,United States of America,North America,Passenger Transport,2,0,1,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
N/A,,China,East Asia & Pacific,Apparel & Footwear,0,0,0,0,Gender,,,,,,,,Yes,,,Yes,,,
N/A,,United States of America,North America,IT Software & Services,4,2,1,1,Digital Inclusion,30/09/2018 - 30/09/2021,,Yes,,,,Yes,,,,,,,
N/A,,United States of America,North America,Retail,3.5,2.5,0.5,0.5,Nature,,,,,,,,Yes,,,,,,
N/A,,United States of America,North America,Insurance,3,2,0.5,0.5,Finance,,,,Yes,,,,,,Yes,,,,
N/A,,United States of America,North America,Pension Funds,0.5,0,0.5,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,7,3,1.5,2.5,Finance,,,Yes,,,,,,,Yes,,,,
N/A,,United States of America,North America,Pension Funds,1,0,1,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,0.5,0,0,0.5,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,IT Software & Services,0.5,0,0.5,0,Digital Inclusion,30/09/2018 - 30/09/2021,,,,,,Yes,,,,,,,
N/A,N/A,United States of America,North America,Construction Materials & Supplies,5,3,1.5,0.5,Nature,,,Yes,,,,,Yes,,,,,,
