"100amazonia.com","100-amazonia"
"www.barkleyus.com","barkley"
"www.barkmediaco.com","bark-media"
"www.barnerbrand.com","barner"
"www.barrettandwelsh.com","barrett-and-welsh-inc"
"www.barristonlaw.com","barriston-llp"
"www.bartle.fr","bartle-business-consulting"
"www.bateswells.co.uk","bates-wells-braithwaite-london-llp"
"www.bauaccesibilidad.cl","bau-accesibilidad"
"www.baubo.fr","babo"
"www.baxendale.co.uk","baxendale"
"www.bazzani.com","bazzani-building-company"
"www.bCause.biz","bcause"
"www.bcome.biz","b-c-o-m-e"
"www.bdadenim.com","blue-design"
"www.bdc.ca","business-development-bank-of-canada-bdc"
"www.bdcualliancebank.com.au","bdcu-alliance-bank"
"www.beakerandflint.com","beaker-flint"
"www.bearcreekorganicfarm.com","bear-creek-organic-farm"
"www.beartoothgroup.com","beartooth-group"
"www.beautycounter.com","beautycounter"
"www.beautykitchen.co.uk","beauty-kitchen-uk-ltd"
"www.bebakiro.com","kiro"
"www.bebright.eu","bebright"
"www.beckettinvest.com","beckett-investment-management-group"
"www.beckon.capital","beckon-capital"
"www.becomingx.com","becoming-x-ventures-limited"
"www.beehivepr.biz","beehive-strategic-communication"
"www.beekeepersnaturals.com","beekeepers-naturals-inc"
"www.beeswaxwraps.co.uk","the-beeswax-wrap-company-ltd"
"www.beeswrap.com","bees-wrap"
"www.being.nl","being-development"
"www.beinspiredfilms.co.uk","be-inspired-films"
"www.belazu.com","belazu-ingredient-company"
"www.bellroy.com","bellroy"
"www.bemari.co.uk","bemari-ltd"
"www.bemglo.com","bemgl"
"www.bemoreamerica.org","be-more-inc"
"www.bendbeauty.com","bend-beauty"
"www.benedictusmedia.com","benedictus-media-buying-planning-pty-ltd"
"www.benefactions.org","benefactions"
"www.beneficialstate.com","beneficial-state-bank"
"www.benefitsystems.pl/en/","benefit-systems"
"www.benjerry.com","ben-and-jerrys"
"www.benjie.ch","benjie-of-switzerland"
"www.bennettsassociates.com","bennetts-associates"
"www.bergamia.com.br","bergamia"
"www.bergmanrivera.com","bergman-rivera"
"www.berlinorganics.de","berlin-organics"
"www.betabionics.com","beta-bionics-inc"
"www.bethnalgreenventures.com","bethnal-green-ventures"
"www.betrybe.com","trybe"
"www.betterbeanco.com","better-bean-company"
"www.betterbybluestar.com","blue-star-marketing"
"www.bettergreen.dk","better-green"
"www.betternotstop.com","betternotstop"
"www.betterpackaging.com","the-better-packaging-co"
"www.better.vc","better-ventures"
"www.betterwaydesigns.org","better-way-designs"
"www.betterworldbooks.com","better-world-books"
"www.betterworldclub.com","better-world-club-inc"
"www.betterworldfashion.com","better-world-fashion"
"www.betterworldtechnology.com","betterworld-telecom"
"www.bettr.group","bettr-barista"
"www.bewtr.com","be-wtr"
"www.beyondadmissions.com","beyond-admissions"
"www.beyondbank.com.au","beyond-bank-australia"
"www.beyond.ec","beyond-be-extraordinary"
"www.beyond-english.org","beyond-english"
"www.beyondgovernance.com","beyond-governance-limited"
"www.bigcleanswitch.org","big-clean-switch"
"www.bigelowtea.com","bigelow-tea"
"www.bigissue.com","the-big-issue-group"
"www.bigmammagroup.com","big-mamma"
"www.bigpathcapital.com","big-path-capital"
"www.bigsmallgood.com","big-small-good"
"www.bigtruck.com","bigtruck®"
"www.bikonsulting.com","bikonsulting-s-coop"
"www.bildtomorrow.com","bild-llc"
"www.bild.uno","bild"
"www.binikit.com","bini"
"www.biobalance.co.nz","bio-balance-ltd"
"www.bio-bean.com","biobean-limited"
"www.bioclean.bio","bio-clean-pulizie-ecosostenibili-di-gallo-alberto"
"www.biod.co.uk","the-bio-d-company"
"www.biofilter.hu","biofilter-environmental-co"
"www.biogar.co","biogar"
"www.biogran.es/en","biogran"
"www.biogreen.com.ar","biogreen"
"www.biohabitats.com","biohabitats-inc"
"www.biome.com.au","biome-eco-stores"
"www.biopak.com.au","biopak"
"www.bioriginal.com.cn","y-i-c-h-a-n-g-b-i-o-r-i-g-i-n-a-l-o-r-g-a-n-i-c-s-l-t-d"
"www.biothred.com","bio-thread-llc"
"www.birdcallux.com","birdcall"
"www.birdeo.com","birdeo"
"www.birdschile.com","birdschile"
"www.birus.cl","birus"
"www.bizaway.com","biz-away-srl"
"www.bjorgbonneterreetcie.com/fr/home","bjorg-bonneterre-et-compagnie"
"www.blackbirdbenefits.org","blackbird-benefits-collective-llc"
"www.blackfoxphilanthropy.com","black-fox-philanthropy-llc"
"www.blancocarrillo.com","wwwblancocarrillocom"
"www.blanquita.com.co","arrocera-la-esmeralda-sas"
"www.bledina.fr","bledina"
"www.bl-evolution.com","bl-evolution"
"www.blisce.com","blisce"
"www.blissworld.com","bliss"
"www.blkandbold.com","blk-bold-specialty-beverages"
"www.blondegonerogue.com","londe-gone-rogue"
"www.blueapplebeach.com","blue-apple-beach-house"
"www.bluebeautifly.com","blue-beautifly-llc"
"www.bluedogdesign.com","bluedog-design-llc"
"www.blueearth.us","blue-earth-planning-engineering-design-p-c"
"www.bluegarnet.net","blue-garnet"
"www.bluegrass.com","planet-bluegrass"
"www.blueland.com","one-home-brands-inc"
"www.bluemagpietea.com","blue-magpie-tea-social-enterprise-co-ltd"
"www.bluemarbleicecream.com","blue-marble-ice-cream-llc"
"www.bluephage.com","bluephage"
"www.bluerock.com.au","bluerock"
"www.blueseeds.com.tw","blueseeds-corp-ltd"
"www.bluespherewealth.com","blue-sphere"
"www.bluestonelife.com","bluestone-life"
"www.bluetitlondon.com/","blue-tit-andi-and-perry-ltd"
"www.blue-zoo.co.uk","blue-zoo-productions-ltd"
"www.blurred.london","blurred"
"www.blyde.nl","blyde"
"www.boardwalkcm.com","boardwalk-capital-management"
"www.bocca.nl","bocca-coffee-bv"
"www.bodegacero.com","zero-waste-market-s-a-de-c-v-bodega-cero"
"www.bodhisurfyoga.com","bodhi-surf-yoga"
"www.bodywater.co","bw-lifestyle-nutrition-pty-ltd"
"www.bohlsengroup.com","bohlsen-group"
"www.boitepac.com","boite-pac"
"www.BolderIndustries.com","bolder-industries"
"www.boldrimpact.com","boldr"
"www.bolfoods.com","powder-bowl-trading-ltd"
"www.boloco.com","boloco"
"www.bolywelch.com","bolywelch"
"www.bomajewelry.com","boma-jewelry"
"www.bombas.com","bombas"
"www.bomconsorcio.com.br","bom-consrcio"
"www.bondanddevick.com","bonddevick-wealth-partners"
"www.bondiborn.com","bondi-born"
"www.bonhote.ch","banque-bonhte"
"www.bonrawfoods.com","bonraw-foods-ltd"
"www.boody.com.au","boody"
"www.bookshop.org","bookshoporg"
"www.book-smarter.com","smarter"
"www.boomerangis.com","boomerang-information-services-inc"
"www.boonarchitecture.ca","boon-architecture"
"www.boonboo.com","synergy-products"
"www.borealisgeopower.com","borealis-geopower-inc"
"www.borobabi.com","borobabi"
"www.boroughbroth.co.uk","borough-broth-company-limited"
"www.bosquegin.com","destileria-patagonica-sas"
"www.bostoncommonasset.com","boston-common-asset-management-llc"
"www.bother.com","bother"
"www.bottegafilosofica.net","bottega-filosofica-srl"
"www.BottleDream.com","bottledream"
"www.boutiquemodern.co.uk","boutique-modern-ltd"
"www.bowercollective.com","bower-collective"
"www.bowlpark.cl","bowlpark"
"www.bowr.co","house-of-bowr"
"www.boxgreen.co","boxgreen"
"www.b-people.net","b-people-group-ltd"
"www.bpninc.com","borders-perrin-norrander-inc"
"www.brainsonfire.com","brains-on-fire-inc"
"www.BrandGeek.net","law-office-of-lara-pearson-brand-geek"
"www.brandiq.biz","brandiq"
"www.breckinridge.com","breckinridge-capital-advisors-inc"
"www.brevio.org","brevio"
"www.brewdrkombucha.com","townshends-brew-dr-kombucha"
"www.brewerscience.com","brewer-science"
"www.breweryvivant.com","brewery-vivant"
"www.brewgooder.com","brewgooder"
"www.brewteacompany.co.uk","brew-tea-company"
"www.bridgesfundmanagement.com","bridges-fund-management"
"www.bridgetownnaturalfoods.com","bridgetown-natural-foods"
"www.brightconcept-consulting.com","bright-concept"
"www.brightgreen.com","brightgreen"
"www.brightworks.net","brightworks-sustainability-llc"
"www.brilia.com","brilia-razao-social-swell-impcom-de-produtos-de-iluminacao-sa"
"www.brinkcomm.com","brink-communications"
"www.brinkmanre.com","brinkman"
"www.britainthinks.com","britain-thinks"
"www.br-ndpeople.com","br-nd"
"www.brookswine.com","the-morne-wine-company-dba-brooks-wines"
"www.broota.com","broota-spa"
"www.broterra.com.py","broterra"
"www.broughton-consulting.com","broughton-consulting-llc"
"www.brownbread.co.nz","brown-bread-ltd"
"www.browneaccounting.com","browne-accounting-spc"
"www.bruichladdich.com","bruichladdich-distillery-co-ltd"
"www.brunehaut.com","brasserie-de-brunehaut"
"www.brunomatarazzo.com.ar","bmy-a-bruno-matarazzo-y-asoc"
"www.bsw.com","bsw-wealth-partners"
"www.buam.com","builders-union"
"www.bubblechamber.net","bubble-chamber-cic"
"www.buildinggreen.com","building-green-inc"
"www.buildwithrise.com","rise"
"www.buildxstudio.com","build-x-studio"
"www.buinzoo.cl","buinzoo-sa"
"www.bullfrogpower.com","bullfrog-power"
"www.buna.mx","buna"
"www.bunny.money","b-u-n-n-y-m-o-n-e-y-inc"
"www.buplasa.com","buplasa-sa"
"www.burnamgray.com","burnam-gray"
"www.burnhambenefits.com","burnham-benefits-insurance-services"
"www.buschsystems.com","busch-systems"
"www.businessfightspoverty.org","business-fights-poverty"
"www.businessonpurpose.uk","business-on-purpose"
"www.businesswest.co.uk","business-west"
"www.butcherbox.com","butcher-box"
"www.butlertill.com","butlertill-media-services-inc"
"www.bvdv.nl","bruggink-van-der-velden-advocaten-belastingadviseurs-bv"
"www.bye.team","be-your-essence"
"www.byfusion.com","byfusion-pbc"
"www.bysarahlondon.com","by-sarah-london"
"www.cabotcheese.coop","cabot-creamery-co-operative"
"www.cabranegra.com","cabra-negra"
"www.cafecampesino.com","cafe-campesino-and-sweetwater-organic-coffee"
"www.cafedirect.co.uk","cafedirect-plc"
"www.cagefreeproductions.com","cage-free-productions"
"www.caisse-epargne.fr/normandie/professionnels","caisse-dpargne-normandie"
"www.cajacentro.com.pe","caja-centro"
"www.cajavecina.cl","cajavecina"
"www.calagro.cl","calagro"
"www.calderalab.com","caldera-lab-llc"
"www.calla.ly","callaly"
"www.calsoft.com","calsoft-systems"
"www.cambaraecohotel.com.br","cambar-eco-hotel"
"www.camdentownbrewery.com","camden-town-brewery"
"www.camif.fr","camif-matelsom"
"www.campusb.org","campus-brasil"
"www.canide.co","canid"
"www.canningsbutchers.com.au","cannings"
"www.canovia.fr","c-a-n-o-v-i-a"
"www.canvasconsultores.com","canvas-estrategias-sostenibles"
"www.capebyrondistillery.com","cape-byron-distillery"
"www.capeq.com","cap-equity-advisors"
"www.capire.com.au","capire-consulting-group"
"www.capitalismosaudavel.com.br","abissal-capitalismo-saudável"
"www.capitalplusfin.com","capital-plus-financial-llc"
"www.capricornllc.com","capricorn-investment-group-llc"
"www.capsafood.com","corporacin-alimentaria-peasanta-sa-capsa-food"
"www.capsulecover.com","capsule"
"www.captainblankenship.com","captain-blankenship"
"www.caravela.coffee","caravela-coffee"
"www.carbn.com","carbn"
"www.carbonclick.com","carbon-click-limited"
"www.carboncreditcapital.com","carbon-credit-capital-llc"
"www.careershifters.org","careershifters"
"www.cariuma.com","c-a-r-i-u-m-a"
"www.carlafernandez.com","carla-fernandez"
"www.carletonhart.com","carleton-hart-architecture"
"www.carnehamburguesas.com","carne-hamburguesas"
"www.carnesmanada.com","carnes-naturales-spa"
"www.carpediemeducation.org","carpe-diem-education"
"www.cartographwines.com","cartograph-wines"
"www.cartondruck.com.br","carton-druck-grfica-ltda"
"www.casaco.org","casaco"
"www.casafen.cl","casa-fen"
"www.caspian.in","caspian-impact-investment-adviser-private-limited"
"www.catalyser.com","catalyser"
"www.catalyst-partners.com","catalyst-partners"
"www.catapult.co.nz","catapult-limited"
"www.catchafire.org","catchafire"
"www.causaminka.cl","minka"
"www.cause4.co.uk","cause4"
"www.cause.net.br","cause"
"www.causestrategypartners.com","cause-strategy-partners-llc"
"www.cavalierieamoretti.com","cavalieri-amoretti"
"www.cdlangli.com","chengdu-longlive-pension-industry-development-co-ltd"
"www.cedreo.com","cedreo"
"www.centerforglobalconsciousness.com","lex-ultima"
"www.centor.co.uk","centor-insurance-and-risk-management-ltd"
"www.centrodelcopiado.com","centro-del-copiado"
"WWW.CERVEJARIAFIL.COM.BR","c-e-r-v-e-j-a-r-i-a-f-i-l"
"www.cervejariamasterpiece.com.br","cervejaria-masterpiece"
"www.cervest.earth","cervest-limited"
"www.cesolar.com","creative-energies"
"www.chacunsoncafe.fr","chacun-son-caf"
"www.challengeu.ca","challenge-u"
"www.chamicalcomp.com.ar","chamical-compactaciones"
"www.chandos.com","chandos-construction"
"www.change-finance.com","change-finance"
"www.charitybank.org","charity-bank"
"www.charlottesweb.com","charlottes-web-holdings-inc"
"www.chatzutang.com","orientea-enterprise-co-ltd"
"www.chc.com.au","clarkehopkinsclarke-architects"
"www.cheekbonebeauty.com","cheekbone-beauty-cosmetics-inc"
"www.chef-clean.com","chef-clean"
"www.chemistryteam.com","chemistry-team"
"www.cherishedpetcare.com.au","cherished-pets-pty-ltd"
"www.chia.com.tw","chia-pang-plastics-co-ltd"
"www.chia.co.nz","chia-sisters"
"www.chicdesplantes.fr","chic-des-plantes"
"www.chickapea.com","chickapea"
"www.chicobag.com","chicobag-company"
"www.chicorywealth.com","chicory-wealth"
"www.chiesi.com/en/","chiesi-group"
"www.chiloteshoes.com","chiloteshoes"
"www.chingpiao.com","chingpiao"
"www.chloe.com","c-h-l-o-e"
"www.chooseachallenge.com","choose-a-challenge"
"www.chooseconscious.com","choose-conscious"
"www.choucairtesting.com","choucair-testing-sa"
"www.chrisbertish.com","chris-bertish-impossible"
"www.chrisking.com","king-cycle-group-inc"
"www.cieloeterravini.com","cielo-e-terra"
"www.cielohammocks.com","cielo-hammocks"
"www.circle.com.au","circle-mutual-ltd"
"www.circoolar.es","circoolar"
"www.circul8.com.au","circul8"
"www.circular-investment.com","circular-investment-b-v"
"www.cirklo.mx","cirklo"
"www.citizencapital.fr","citizen-capital"
"www.citizenwolf.com","citizen-wolf-pty-ltd"
"www.citizenyard.com","citizen-yard-l-l-c"
"www.cityfirstbank.com","city-first-bank"
"www.ciudadluz.cl","ciudad-luz"
"www.civicchamps.com","civic-champs"
"www.claconsulting.com","centro-de-liderazgo-adaptativo"
"www.classcraft.com","classcraft"
"www.classy.org","classy"
"www.cleanchoiceenergy.com","cleanchoice-energy"
"www.cleancutenergy.ca","clean-cut-energy-corp"
"www.cleangreens.ch","comba-group-sa"
"www.CleanSolar.com","clean-solar"
"www.clean-tech.com.au/about-us","clean-technology-partners"
"www.cleanyield.com","clean-yield-asset-management"
"www.clearlypr.co.uk","clearly-p-r"
"www.clearlyso.com","clearlyso-limited"
"www.clearviewresearch.co.uk","clear-view-research"
"www.cleprin.it","cle-pr-in-srl"
"www.clevel.co.uk","c-level"
"www.clevercoffee.dk","clever-coffee"
"www.climatefinanceadvisors.com","climate-finance-advisors"
"www.climatefirstbank.com","climate-first-bank"
"www.climateinvestmentpartners.com","climate-investment-partners-llc"
"www.climateneutralgroup.com","climate-neutral-group"
"www.climatepositiveconsulting.com","climate-positive-consulting"
"www.clinitex.fr","clinitex-proprete"
"www.closedlooppartners.com","closed-loop-partners"
"www.clothingthegaps.com.au","clothing-the-gaps-pty-ltd"
"www.cloud4good.com","cloud-good"
"www.cloversonoma.com","clover-sonoma"
"www.cnocoutdoors.com","cnoc-outdoors"
"www.co2logic.com/en","c-o2logic"
"www.coaltowncoffee.co.uk","coaltown-limited"
"www.coastcapitalsavings.com","coast-capital-savings"
"www.coateskokes.com","coates-kokes"
"www.cobasam.com","cobas-asset-management-sgiic-sa"
"www.coconutbowls.com","coconut-bowls"
"www.codacoffee.com","coda-coffee"
"www.codeforall.io","code-all"
"www.codexitos.com","code-xitos-llc"
"www.coffective.com","coffective-l-l-c"
"www.coffeeand.tv","coffee-and-t-v-limited"
"www.coffeebydesign.com","coffee-design"
"www.coffeecherryco.com","coffee-flour-global-holdings"
"www.coffeecollective.dk","coffee-collective"
"www.coherencecollaborative.com","coherence-collaborative"
"www.coinnovar.com","coinnovar"
"www.cojean.fr","cojean"
"www.colab.coop","colab-cooperative"
"www.colectandosol.co","colectando-sol"
"www.colibridigitalmarketing.com","colibri-digital-marketing"
"www.collectiveintelligence.co.nz","cq-new-zealand-limited"
"www.comaco.cl/wpcomaco","comaco"
"www.combio.com","combio-energia"
"www.comerso.fr","comerso"
"www.cometrics.com","cometrics"
"www.cometrue-coffee.com","come-true-social-enterprise-co-ltd"
"www.commongoodsolutions.ca","common-good-solutions-inc"
"www.commoninterestsfinancial.com","common-interests"
"www.commonscompany.com","commons-company"
"www.communitycompany.org","the-community-company"
"www.communitydevpartners.com","community-development-partners"
"www.compology.com","compology"
"www.conceptzero.co","concept-zero-co"
"www.conexia.com","conexia"
"www.coninco.ch","coninco-explorers-in-finance"
"www.connectalentct.com","connectalent-llc"
"www.connectiveimpact.com","connective-impact"
"www.connectthree.co.uk","connect-three"
"www.connexing.co","connexing"
"www.conqueryourday.com","c-o-n-q-u-e-r-y-o-u-r-d-a-y-s-a-s"
"www.consciam.com","consciam-limited"
"www.consciousbrands.com","conscious-brands"
"www.conser.ch","conser-invest"
"www.conservatoriosa.com","conservatorio-sa"
"www.considerategroup.com","considerate-group"
"www.constructoraoval.cl","constructora-oval"
"www.constructthepresent.com","construct-the-present"
"www.consulthigson.com","higson-consulting-limited"
"www.contenedoresdeantioquia.com","contenedores-de-antioquia"
"www.contexis.com","contexis-ltd"
"www.contreebute.com","contreebute"
"www.cookfood.net","cook-trading-ltd"
"www.cooperativainsieme.eu","insieme-societa-cooperativa"
"www.co-operativebank.co.nz","the-cooperative-bank"
"www.cooperativemu.com","cooperative-mu"
"www.coopman.ie","coopman-search-selection"
"www.copernicused.com","copernicus-educational-products"
"www.coperva.com","coperva"
"www.copipunto.com","copipunto-sa"
"www.copper8.com","copper8"
"www.coreprojects.com.au","core-projects"
"www.cornerstoneplanning.com","cornerstone-financial-planning"
"www.cornucopiahealthfoods.com","cornucopia-natural-foods"
"www.corporateknights.com","corporate-knights"
"www.corsicef.it","cef-publishing-srl"
"www.cotopaxi.com","cotopaxi"
"www.cotswold-fayre.co.uk","cotswold-fayre-ltd"
"www.counterculturecoffee.com","counter-culture-coffee-inc"
"www.countingclouds.co.uk","counting-clouds-cambridgeshire-limited"
"www.countrylifevitamins.com","country-life-llc"
"www.coursera.org","coursera"
"www.coutts.com","coutts-company"
"www.coveadvisors.com","cove-continuity-advisors-inc"
"www.cplusc.com.au","cplus-c-architectural-workshop"
"www.craftcourses.com","craft-courses-limited"
"www.cranbourn.com","cranbourn-holdings-limited"
"www.cravefishbar.com","crave-fishbar"
"www.crazyrichards.com","crazy-richards-peanut-butter-company"
"www.creas.org.es","creas"
"www.creativelab.com.co","creativelab-sas"
"www.creatividadpositiva.cl","creatividad-positiva"
"www.creaturecomfortsbeer.com","creature-comforts-brewing-company"
"www.credoimpact.com","credo-production-inc"
"www.cricketdesignworks.com","cricket-design-works-inc"
"www.criticalsoftware.com/","critical-software"
"www.cropsticks.co","cropsticks-by-cropmade"
"www.crukafe.com","c-r-u-kafe-ltd"
"www.crystalcreeklogistics.com","crystal-creek-logistics"
"www.csmlearn.com","csmlearn"
"www.csnet.net.au","community-servicesnet-pty-ltd"
"www.csv.ca","c-s-v-architects"
"www.ctrs.ca","c-t-r-s-solutions-limited"
"www.cubegroup.com.au","cube-group"
"www.cuentodeluz.com","cuento-de-luz"
"www.cultivaempresa.cl","cultiva-empresa"
"www.cultureconusa.org","culture-con-llc"
"www.culturewonk.com","culture-wonk"
"www.curriecommunications.com.au","currie-communications"
"www.customlearningatelier.com","custom-learning-atelier"
"www.cyborgmobile.com","cyborg-mobile"
"www.daait.com","daai-technology"
"www.daktari.com","daktari"
"www.damasco.co","damasco"
"www.damianorganic.it","damiano-spa"
"www.dancause.net","dancause"
"www.Dangfoods.com","dang-foods-llc"
"www.danone.ca","danone-canada"
"www.danone.com.cn/brands/waters.html","danone-china-food-and-beverage"
"www.danone.com","danone-nutricia-research"
"www.danone.co.uk","danone-specialised-nutrition-uk-ireland"
"www.danone.de","danone-gmb-h"
"www.danone.fr","danone-produits-frais-france"
"www.danone.nl","danone-the-netherlands"
"www.danonenorthamerica.com","danone-north-america"
"www.danonenutricia.com.au","danone-anz"
"www.daproim.com","daproim-africa-limited"
"www.daterracoffee.com.br","daterra-atividades-rurais"
"www.davidhillwinery.com","david-hill-vineyards-and-winery"
"www.davidson.fr","davidson-consulting-franceswitzerland"
"www.davinesgroup.com/en","davines"
"www.davisbenefits.ca","davis-benefits-pensions-ltd"
"www.dawn.nl","dawn"
"www.deansbeans.com","deans-beans-organic-coffee-company"
"www.deardenier.com","dear-denier"
"www.deargreencoffee.com","dear-green-coffee-roasters"
"www.debuencafe.com","debuencaf"
"www.decadeimpact.com","decade-impact-strategy-activation-inc"
"www.decah.co","carioteca"
"www.decisely.com","decisely-insurance-services-llc"
"www.deebeesorganics.com","deebees-specialtea-foods-ltd"
"www.deepki.com","deepki"
"www.degraf.cl","degraf-spa"
"www.dekrat.nl","de-krat"
"www.delafruit.com","delafruit-s-l-u"
"www.delft.care","delft-imaging"
"www.delphiseco.com","delphis-eco"
"www.deltechomes.com","deltec-homes-inc"
"www.deptagency.com","dept-digital-agency-holding-b-v"
"www.deraizchile.cl","de-raz-chile"
"www.dermophisiologique.it/","dermophisiologique-srl-sb"
"www.desenjeuxetdeshommes.com","des-enjeux-et-des-hommes"
"www.devequity.com","dev-equity-llc"
"www.dhana.com","dhana-inc"
"www.dialoguedirect.com","dialogue-direct-usa-inc"
"www.dictuc.cl","dictuc-sa"
"www.digiidnet.co.uk","digital-identity-net-uk-limited"
"www.digitalknack.com","digital-knack"
"www.digitopia.agency","digitopia"
"www.dimensions-ohs.com","dimensions-in-occupational-health-and-safety"
"www.din4mo.com","din4mo"
"www.dinamicambiental.com.br","dinmica-solues-ambientais-ltda"
"www.disastertech.com","disaster-tech"
"www.dittohangers.com","ditto-hangers"
"www.divinechocolate.com","divine-chocolate-ltd"
"www.dixon-dejaeger.com","ddj"
"www.dlm-partners.eu","de-micheli-lanciani-motta-psicologi-del-lavoro-associati"
"www.dmclarencpa.com/index.html","mc-laren-associates-cpas-pc"
"www.dmdsystems.com","dmd-systems-recovery-inc"
"www.dogandbone.com.au","dog-and-bone-pty-ltd"
"www.dogeared.com","dogeared"
"www.doingbusinessdoinggood.com","doing-business-doing-good"
"www.doisyanddam.com","doisy-dam-limited"
"www.dolium.com","dolium-bodega-subterranea"
"www.domicile.ch","domicile-co-ag"
"www.domiearth.com","domi"
"www.domofrance.fr","domofrance"
"www.domotobrands.com","domoto-brands"
"www.doorvriendschapsterker.nl","bbkdoor-vriendschap-sterker"
"www.dopper.com","dopper-bv"
"www.dorbit.space","d-orbit"
"www.dotfusion.com","dotfusion-technology-inc"
"www.downtoearthmarkets.com","down-to-earth-market"
"www.drawarch.com","draw-architecture-urban-design-and-landscape-architecture"
"www.drawhistory.com","draw-history"
"www.dressitupdressing.com/","sofine-food"
"www.drhauschka.com","dr-hauschka-skin-care-inc"
"www.driftime.media","driftime-media"
"www.drinkenroot.com","enroot-organics-p-b-c"
"www.dropbearbeers.com","drop-bear-beer-co"
"www.drwakefield.com","drwakefield-company-limited"
"www.duca.com","duca-financial-services-credit-union"
"www.dunnhillam.com.au","dunn-hillam-architects"
"www.dunsky.com","dunsky-energy-climate-advisors"
"www.dupevfx.com","dupe-vfx"
"www.dvigi.com.ar","dvigi"
"www.dyfferent.co","nutricin-digital-s-a-c"
"www.dynamo-cycling.com","dynamo-cycling"
"www.eagleprotect.com","eagle-direct-ltd-eagle-group"
"www.earthequityadvisors.com","earth-equity-advisors"
"www.earthgroup.org","the-earth-group"
"www.earthly.org","earthly"
"www.earths-edge.com","earths-edge"
"www.easthallfarm.com","easthall-farm-st-pauls-walden"
"www.eatfarmstand.com","farmstand"
"www.eatfiid.com","eat-feed-limited-ta-fiid"
"www.eatmechutneys.com.au","eat-me-chutneys"
"www.eatwellglobal.com","eat-well-global-inc"
"www.eccountinc.com","crosshill-associates-ltd-ta-eccountinc"
"www.eclass.com","eclass-sa"
"www.eclosions.ch","eclosions"
"www.eco2librium.net","eco2librium"
"www.ecoadvisors.org","ecoadvisors"
"www.ecoalf.com","ecoalf-recycled-fabrics-sl"
"www.ecobirdy.com","eco-birdy"
"www.ecocarga.com","mercado-circular-sp-a"
"www.ecofixe.com","technologies-ecofixe"
"www.ecolips.com","eco-lips-inc"
"www.ecologi.com","ecologi"
"www.ecolopharm.com/en","ecolo-pharm-inc"
"www.ecoltdgroup.com","e-co"
"www.econe.co.uk","econe"
"www.ecopromotionsonline.com","eco-promotional-products-inc"
"www.ecopura.cl","ecopura-limitada"
"www.ecorobotix.com","eco-robotix-sa"
"www.ecosa.com.au/","ecosa"
"www.ecosalonsupplies.com.au","eco-salon-supplies"
"www.ecosia.org","ecosia-gmbh"
"www.ecostore.com","ecostore"
"www.ecosupplier.com.do","eco-supplier"
"www.ecosurety.com","ecosurety"
"www.ecotone.bio","wessanen"
"www.ecotonesoftware.com","ecotone-software-consulting-inc"
"www.ecoveritas.es","veritas"
"www.edeni.fr","edeni"
"www.edgeenvironment.com.au","edge-environment"
"www.edit.co.uk","edit-agency-limited"
"www.ed-ops.com","edops"
"www.education-for-good.com","education-good-cic-ltd"
"www.educationperfect.com","education-perfect"
"www.efeyer.cl","sociedad-de-ingeniera-aplicada-efeyer-limitada"
"www.egremontgroup.com","egremont-group"
"www.eileenfisher.com","eileen-fisher-inc"
"www.einhorn.my","einhorn"
"www.ekodev.com","ekodev"
"www.ekomenu.com","ekomenu"
"www.ekomodo.eus","e-k-o-m-o-d-o-sustainable-company-s-l"
"www.elatebeauty.com","eluma-beauty-inc"
"www.eleglobal.world","e-l-e-global"
"www.elementalenergy.ca","elemental-energy"
"www.elementelle.com.au","elementelle-probiotics-"
"www.elephantsdeli.com","elephants-delicatessen"
"www.ellaskitchen.co.uk","ellas-kitchen-uk"
"www.ellevatenetwork.com","ellevate-network"
"www.ellisknight.com","ellis-knight-international-recruitment"
"www.ellusandkrue.com.au","ellus-krue"
"www.elordeno.com","sociedad-industrial-ganadera-el-ordeo-sa"
"www.emahotrees.com.au","emaho-trees"
"www.ematris.co","ematris"
"www.embersnacks.com","mayhew-bros-ember-ltd"
"www.emeraldbe.com","emerald-built-environments-llc"
"www.emeyu.com","emeyu"
"www.emmaandtom.com","emma-toms"
"www.emmerrecoperture.com","emmerre-srls"
"www.emmysorganics.com","emmys-organics"
"www.e-mov.cl","emov"
"www.emprediem.com","emprediem"
"www.emprendia.net","emprendia"
"www.emzingo.com","emzingo"
"www.encircled.ca","encircled"
"www.endeva.org","endeva"
"www.energage.com","energage"
"www.enie.nl","enienl"
"www.enkicapital.ch","enki-capital-sa"
"www.enrichedhorizons.com","enriched-horizons"
"www.ensotyres.com","enso"
"www.enterrenosocial.com","enterrenosocial"
"www.entrustfinancial.com","entrust-financial"
"www.envaco.com.py","envaco-sa"
"www.enviral.co.uk","enviral-ltd"
"www.enviro-stewards.com","enviro-stewards"
"www.enviu.org","enviu"
"www.envopap.com","envopap-ltd"
"www.envoys.com","oba-sas"
"www.eoffice.net","e-office"
"www.eoproducts.com","eo-products"
"www.eosis.mx","eosis"
"www.ephemeresquare.com","ephemere-square"
"www.eponyme.pro","eponyme"
"www.epycure.com","epycure"
"www.eq-cap.com/","equilibrium"
"www.equator.ca","equator-coffee-roasters-inc"
"www.erewhonmarket.com","erewhon"
"www.ernestcider.com","ernest-cider-co-ltd"
"www.escapethecity.org","escape-the-city"
"www.essentiallivingfoods.com","essential-living-foods-inc"
